ticket_id,text,category,priority,estimated_hours
TW_44,how i have my phone number and email thats it how did i get equipment and service im literally trying to pay and nobody can find me,general_inquiry,medium,3.7
TW_45,we can use the order number to locate the account but will need to do so in our secure one on one chat please follow and dm us hsb,general_inquiry,medium,3.9000000000000004
TW_42,md and this was sent to the wrong address,general_inquiry,medium,1.9
TW_46,hello duke do you have a copy of your bill what state are your services located in nhp,general_inquiry,medium,2.8
TW_47,nobody can find my account or number i walked out of a store with this ive explained that they can find my acct via my devices serial,general_inquiry,medium,3.7
TW_48,are you referring to wireless or residential service jay,general_inquiry,medium,1.9
TW_49,tried to pay a bill for 60 days no service rude cs and several transfers look up my equipment and give me an acct,general_inquiry,medium,3.4000000000000004
TW_50,is the light on top red jay,general_inquiry,medium,1.7000000000000002
TW_51,dont know router is downstairs but its just the wifi nothing connected to ethernet,general_inquiry,high,2.4000000000000004
TW_52,did the lights change on the router when this happened jay,general_inquiry,medium,2.1
TW_53,just randomly boots me offline there it goes again,general_inquiry,medium,1.9
TW_54,do you have our fios service when services go out does the internet light on the router change color bcw,general_inquiry,medium,3.0
TW_56,are all your services cutting out acm,general_inquiry,medium,1.7000000000000002
TW_57,cuts out every 20 minutes this is ridiculous,general_inquiry,medium,1.8
TW_58,what did we do to make you feel this way and how can we fix things between us kmg,general_inquiry,medium,2.9000000000000004
TW_59,is the worst isp ive ever had,general_inquiry,medium,1.7000000000000002
TW_60,in what area are you located all of your services are down at this time hsb,general_inquiry,high,2.6
TW_61,gtall of verizon is downlt when can we expect a fix,general_inquiry,high,2.1
TW_62,which app are you referring too acm,general_inquiry,medium,1.7000000000000002
TW_63,fix your app it wont even open,general_inquiry,medium,1.7000000000000002
TW_64,i still think you look great becky,general_inquiry,medium,1.7000000000000002
TW_65,becky is very nice,general_inquiry,medium,1.4
TW_66,i dont fit in my veggie burrito costume,general_inquiry,medium,1.8
TW_68,im so sorry about that please tell us more so we can help becky,general_inquiry,medium,2.4000000000000004
TW_69,messed up today and didnt give me my 3 burrito although i was dressed up,general_inquiry,medium,2.5
TW_70,hopefully well get there at some point becky,general_inquiry,medium,1.8
TW_71,hey wanna come to mammoth ill at least eat there once a week i promise,general_inquiry,medium,2.5
TW_73,guac on im happy it was such a great experience becky,general_inquiry,medium,2.1
TW_74,i had excellent service tonight too plenty of people on the line went very fast everyone was kind,general_inquiry,medium,2.8
TW_75,its because youre smart tara,general_inquiry,medium,1.5
TW_76,when youre the only one in costume,general_inquiry,medium,1.7000000000000002
TW_77,thats incredibly concerning please tell us more here becky,general_inquiry,medium,1.9
TW_78,no diet coke and a literal bone this boorito was extra spooky,general_inquiry,medium,2.2
TW_79,nope still just the 3 becky,general_inquiry,medium,1.6
TW_80,if you get queso or quac on youre bowl its extra,general_inquiry,medium,2.1
TW_81,just stop by in costume 1031 3pmclose official rules,general_inquiry,medium,1.9
TW_152,i mean boorito is basically the adult version of halloween becky,general_inquiry,medium,2.1
TW_153,happy halloween since im too old to trick or treat i now look forward to 3 booritos at i got mine earlier did you,general_inquiry,medium,3.4000000000000004
TW_154,im so glad we could help who did you work with id like to share the praise becky,general_inquiry,medium,2.8
TW_155,thank you for resolving my issue so quickly yall are the best,general_inquiry,medium,2.2
TW_156,so frustrated with ordered dinner on saturday using their app order was wrong and they charged my credit card twice,general_inquiry,medium,3.0
TW_158,all of our us locations are participating becky,general_inquiry,medium,1.8
TW_159,btw giving out 3 burritos if you dress up for halloween call your chipotle to make sure theyre doing it select ones,general_inquiry,medium,3.2
TW_160,my apologies for that just sent you a dm to help becky,general_inquiry,medium,2.2
TW_161,tried didnt work how rude,general_inquiry,medium,1.5
TW_162,give it a try tara,general_inquiry,medium,1.5
TW_163,can i dress up as myself and still qualify for a boorito,general_inquiry,medium,2.2
TW_164,thats the best kind of trickortreating all treats my friend becky,general_inquiry,medium,2.1
TW_165,every year my trickortreating routine is walking to chipotle spending 3 dollars and walking back home,general_inquiry,medium,2.6
TW_166,thats incredibly concerning please provide more details so we can investigate becky,general_inquiry,medium,2.2
TW_167,this is nasty a used napkin in someones food,general_inquiry,medium,1.9
TW_168,bummer im so sorry how far away is the closest location becky,general_inquiry,medium,2.2
TW_169,3 burritos and im nowhere near a,general_inquiry,medium,1.7000000000000002
TW_170,noted becky,general_inquiry,medium,1.2
TW_171,also i got the onesie at target so cozy,general_inquiry,medium,1.9
TW_172,thanks becky just feeling sorry for myself because my fianc is driving from dc to mississippi tonight,general_inquiry,medium,2.7
TW_174,you wont be alone well be there with you also i want that llama onesie becky,general_inquiry,medium,2.6
TW_175,considering walking to in my llama onesie alone happy halloween,general_inquiry,medium,2.0
TW_176,i love it thanks so much for stopping by becky,general_inquiry,medium,2.0
TW_177,name a better halloween duo,general_inquiry,medium,1.5
TW_178,there is no info to share at the moment feel free to keep an eye on the ps blog for news and updates,general_inquiry,medium,3.3000000000000003
TW_179,can i get help already,general_inquiry,medium,1.5
TW_180,so whats the november ps plus free game,general_inquiry,medium,1.8
TW_182,glad to know that is downloading please feel free to contact us if you have further concerns,general_inquiry,high,2.7
TW_183,it was when i would go to download it i just waited a few hours till after i bought it and it downloaded now,general_inquiry,high,3.4000000000000004
TW_184,sorry for the inconvenience do you see the data corrupted message when you try to open the game or download it,general_inquiry,high,3.1
TW_185,i bought lego star wars in the playstation store but it wont let me download it because the data is corrupted,general_inquiry,high,3.1
TW_187,glad to help please share the details of this issue in our community forum for further investigation,general_inquiry,medium,2.7
TW_188,can i block a community from sending me invites to something i dont want to join,general_inquiry,medium,2.6
TW_190,glad you had fun sarah we heard count collin can really suck the life out of the party p,general_inquiry,medium,2.9000000000000004
TW_191,we had to have a count colin xx,general_inquiry,medium,1.8
TW_192,weve let our team know we can do better joel thanks for sharing,general_inquiry,medium,2.3
TW_193,ere never mind avocado hows about ave a word is it really necessary the pair of em were suffocating,general_inquiry,medium,2.9000000000000004
TW_194,were only obligated to provide bags for unpackaged meat as ours is prepackaged a charge will be applied,general_inquiry,medium,2.8
TW_195,raw meat its does not say unwrapped raw meat sainsburys dont charge nor do waitrose so y do you,general_inquiry,medium,2.9000000000000004
TW_199,as our packaging is sufficient any extra wrappings or bags does require an extra 5p charge as per legislation thanks,general_inquiry,medium,3.0
TW_200,i check with the gov office and legal they stated you are not right but its funny how the other stores dont but you do no wonder lidl and the rest are beating you,general_inquiry,medium,4.4
TW_196,ou must charge at least 5p a bag including vat for carrier bags that are all of the following unused its new and hasnt already been used for sold goods to be taken away or delivered plastic and 70 microns thick or less it has handles an opening and isnt sealed,general_inquiry,medium,6.1000000000000005
TW_197,arent require charge 4 a bag paper bags shops in airports or on board trains aeroplanes or ships bags which only contain certain items such as unwrapped food raw meat and fish where there is a food safety risk prescription medicines uncovered blades seeds bulbs amp s,general_inquiry,medium,5.7
TW_198,y do they charge you for a meat bag at colliers woods branch if you buy meat you r required to supply customers a free bag poor service,general_inquiry,medium,3.8000000000000003
TW_201,love the aesthetic of your colin the creeperpillar and someday,general_inquiry,medium,2.0
TW_202,excellent halloweening,general_inquiry,medium,1.2
TW_203,hello josh to get better assistance and support we suggest that you post a tweet or dm our friends from,general_inquiry,medium,3.0
TW_204,brilliant thank you,general_inquiry,medium,1.3
TW_205,hi having trouble making purchases on xbox one store for fifa points can you help,general_inquiry,medium,2.5
TW_207,help is here to assist you in recovering your account we recommend that you contact our answer desk team,general_inquiry,medium,2.9000000000000004
TW_208,i need assistance recovering 2 hotmail accounts i have filled the recovery forms but am told am not providing enough info,general_inquiry,medium,3.1
TW_209,it appears this has been removed thanks for letting me know mb,general_inquiry,medium,2.2
TW_210,umm someone is streaming wwii with 500 viewers,general_inquiry,medium,1.8
TW_211,no problem let us know if you come across any other issues or questions in the future we are happy to help rk,general_inquiry,medium,3.3000000000000003
TW_212,im trying to buy the digital deluxe edition on the ps store but i keep receiving an error message,general_inquiry,medium,2.9000000000000004
TW_214,hello there sorry for the late response i am just checking if you still in need assistance please let me know rn,general_inquiry,medium,3.2
TW_215,yes you can pre order the game on the console store for more information please contact your console store rk,general_inquiry,medium,3.0
TW_216,can you still pre oder ww2 on the playstation store,general_inquiry,medium,2.0
TW_217,good afternoon william unfortunately this app is no longer supported sincerest apologies jp,general_inquiry,medium,2.3
TW_218,are yous going to update cod zombies on ios for ios 11,general_inquiry,medium,2.2
TW_219,good afternoon jayden sadly we dont have information on that sincerest apologies jp,general_inquiry,medium,2.3
TW_220,why was there a half gig update for world at war,general_inquiry,medium,2.1
TW_221,this is awesome thank you so much for the support love the costumes tv,general_inquiry,medium,2.4000000000000004
TW_222,tried that there was people so i came back,general_inquiry,medium,1.9
TW_224,hey there you can check out this link for more information in regards to this ko,general_inquiry,medium,2.6
TW_225,so when i go get the game on friday my 2xp code will be on the receipt,general_inquiry,medium,2.7
TW_227,did gamestop give you a code with your pre order down payment that you needed to redeem ko,general_inquiry,high,2.8
TW_228,yes the beta code,general_inquiry,medium,1.4
TW_229,have you redeemed that on your account even tho it says beta code your pre order bonus are linked ko,general_inquiry,medium,3.0
TW_230,yes i have so my code is on their,general_inquiry,medium,1.9
TW_226,i pre ordered my game at game stop,general_inquiry,medium,1.8
TW_231,hello there i apologize for the delay can you clarify where you preordered the game please be sure you keep us updated rn,general_inquiry,medium,3.3000000000000003
TW_232,for double xp,general_inquiry,medium,1.3
TW_234,i pre ordered wwii but how do i get the code,general_inquiry,medium,2.1
TW_235,can you please give me your gamertag platform youre playing on so i can pull up your account information cb,general_inquiry,medium,3.0
TW_236,sethtubbs and i am on ps4,general_inquiry,medium,1.6
TW_237,i got all of my stats reset on mwr and i dont know why please help,general_inquiry,medium,2.6
TW_238,unfortunately we dont have any information on this please stay tuned for more updates jw,general_inquiry,medium,2.5
TW_239,will non season pass holders get the bobus man carentan at any point or not at all,general_inquiry,medium,2.7
TW_240,sorry that this isnt more simple let us know if the steps in the video work out or if you need further help madison,general_inquiry,medium,3.4000000000000004
TW_241,didnt work tried it on another computer fresh install same thing,general_inquiry,medium,2.1
TW_243,would you please dm the adobe product amp your purchase details that you have so that we can ask our experts to follow up raj,general_inquiry,medium,3.5
TW_242,the ctrlaltshift on load method didnt work 22,general_inquiry,medium,1.8
TW_245,hi jason could you please try resetting the preferences of photoshop amp let us know if it helps with the issue sc,general_inquiry,medium,3.2
TW_247,pretty much explained my issue in the quoted tweet dragging an image onto a canvas no longer center snaps it,general_inquiry,medium,3.0
TW_249,hi jason please let us know if there is anything we can do to help thanks aj,general_inquiry,medium,2.7
TW_250,any help here,general_inquiry,medium,1.3
TW_251,hi jeffrey were you able to update to lightroom classic cc tanuj,general_inquiry,medium,2.2
TW_252,nope still down,general_inquiry,high,1.3
TW_254,have you tried signing outback in or reinstalling the cc desktop app let us know madison,general_inquiry,medium,2.6
TW_255,yes ive done that multiple times its happened on previous versions as well,general_inquiry,medium,2.3
TW_256,thanks for confirming were looping in an expert who can help you out here they will reply as soon as theyre available madison,general_inquiry,medium,3.3000000000000003
TW_258,sowhen are they available,general_inquiry,medium,1.4
TW_259,sorry for this let me request the expert to look into this asap as he is in office raj,general_inquiry,high,2.9000000000000004
TW_260,ok its been very frustrating i have multiple jobs that i need finished and your application isnt helping,general_inquiry,medium,2.8
TW_261,hi jeffrey we wanted to check if you had managed to install lightroom classic cc please let us know if you need further assistance nr,general_inquiry,medium,3.5
TW_262,no its still broken i deleted it and will probably be getting rid of my membership and return when its working properly thanks,general_inquiry,high,3.3000000000000003
TW_263,jeffrey did you use the process listed in to delete lightroom classic cc jeff,general_inquiry,medium,2.4000000000000004
TW_265,ill just wait for the next big update ive wasted my time and patience with adobe products,general_inquiry,medium,2.7
TW_267,jeffrey i am sorry to hear that if you face future errors please review the installation logs jeff,general_inquiry,medium,2.8
TW_266,yea ive done everything you guys told me to do i know its not my mac either as i have the retina imac which is fairly new,general_inquiry,medium,3.7
TW_264,hi there i am looping our expert team to help answer your question thanks mc,general_inquiry,medium,2.5
TW_268,you guys have been saying that for weeks now your product went from being great to now unable to work and terrible very disappointed,general_inquiry,medium,3.4000000000000004
TW_253,whats going on with your app its totally stuck here for 1 hour and prior to updating froze and didnt work since updating,general_inquiry,medium,3.3000000000000003
TW_269,fire tv stick et,general_inquiry,medium,1.4
TW_272,amazonfiretvstick,general_inquiry,medium,1.1
TW_276,hi you can change your microsoft account email through the steps here if the email your son wants to change to is already associated with a microsoft account youll need to follow those steps to switch the email address on that account too zm,general_inquiry,medium,5.4
TW_277,can i change me sons xbox live account to his hotmail account currently linked to my hotmail account,general_inquiry,medium,2.8
TW_278,hi there lightroom 701 update was launched recently please update the app to the latest version ts,general_inquiry,medium,2.7
TW_279,did u release an update today for lightroom classic cc,general_inquiry,medium,2.0
TW_280,hi there please dm us you adobe id so that we may have a quick look at your account details tanuj,general_inquiry,medium,3.1
TW_281,please tell me why my has expired but im still being charged,general_inquiry,medium,2.2
TW_282,hi there you may suggest it as a feature request at tanuj,general_inquiry,medium,2.2
TW_283,are there any plans to add a fast crop mode for the ipad version of lr it takes too many taps and slows down workflow,general_inquiry,high,3.5
TW_284,thanks for sharing the file well get back to you with updates as we investigate wren,general_inquiry,medium,2.6
TW_285,its intermittent for me this file fails reliably the create subfolder option just makes an empty svg folder,general_inquiry,medium,2.8
TW_287,unfortunately we are not able to reproduce it at our end ill still be checking with the development team to find out more on this om,general_inquiry,medium,3.6
TW_288,seems pretty widespread dont mean to be a jerk but its frustrating when an update breaks core functionality,general_inquiry,medium,2.8
TW_289,hi keelin sorry for the inconvenience i am able to export svg in ai cc 2018 would you mind sharing your workflow sample filescreenshot,general_inquiry,medium,3.4000000000000004
TW_290,so apparently the new version of has this cool feature where you cant export svgs sick update guys,general_inquiry,medium,2.8
TW_291,hi duncan please update lightroom to 613 from the following link tanuj,general_inquiry,medium,2.2
TW_292,im worried as if i update my lr6 standalone programme i could lose it due to the new online versionis this true and if so is this fair,general_inquiry,medium,3.8000000000000003
TW_293,whoa come along with lightrooms own ben warde to get the lowdown,general_inquiry,high,2.2
TW_294,hi lauren can you try changing your forum screen name at that should do the trick madison,general_inquiry,medium,2.7
TW_295,your online forum is always broken even when i clear my cookies,general_inquiry,high,2.2
TW_296,hi jake any screenshots you can share what are you export settings is this happening on all files with links wren,general_inquiry,medium,3.1
TW_297,here is an example of an export before and after export settings are unchanged from default no only some files,general_inquiry,medium,3.0
TW_299,hi jack is there any way you could send me a file to try exporting on my end to try and replicate wren,general_inquiry,medium,3.3000000000000003
TW_300,hi jack were looping the expert back into this conversation thanks aj,general_inquiry,medium,2.2
TW_301,solved this via phone support,general_inquiry,medium,1.5
TW_298,indesign 130 is exporting all pdfs with blurry links but links are not missing in indd file jpg export is not blurry help,general_inquiry,medium,3.3000000000000003
TW_303,thank you for that we have responded to your dm with more information,general_inquiry,medium,2.3
TW_304,ive just sent you a message with details thanks for your help,general_inquiry,medium,2.2
TW_305,hi there we would like to help please dm us your accounts email and reservation code so we can further assist thank you,general_inquiry,medium,3.3000000000000003
TW_306,quand ton ne ressemble pas celui que tu as rserv amp quen dtre sale et en soussol tu te retrouves 10 dans 1,general_inquiry,medium,3.3000000000000003
TW_307,we are sorry to hear this please dm your email address and reservation code so we can look into this for you thank you,general_inquiry,medium,3.4000000000000004
TW_308,misrepresentation by host asked them to cancel my reservation and refund me over aud1700 strict policy no response please help,general_inquiry,medium,3.0
TW_309,hi there wed recommend reaching out to the chat team here ja,general_inquiry,medium,2.2
TW_310,they have no info either,general_inquiry,medium,1.5
TW_312,wed recommend keeping an eye out on your email that is associated with your account for further info ja,general_inquiry,medium,2.9000000000000004
TW_313,lol so theres no one who can say when theyre going to be shipped thats kinda weird,general_inquiry,medium,2.7
TW_314,when someone or knows when the xbox one x ships let us know lol shouldnt b a mystery,general_inquiry,medium,2.8
TW_315,did you preorder this console via the microsoft store if so then lets have you reach out here ja,general_inquiry,medium,2.9000000000000004
TW_316,kinda need to make sure i have 680 cdn in my bank so would be nice to know i dun just have cash laying around ya know,general_inquiry,medium,3.7
TW_317,already did they had me call and no one can answer the question im not trying to be a jerk but its nuts no one has a answer,general_inquiry,medium,3.8000000000000003
TW_311,would like to know so i can make sure i have enough money for it,general_inquiry,medium,2.5
TW_318,can anyone let me know when our pre orders are going to be shipped for xbox one x,general_inquiry,medium,2.8
TW_319,hello would you mind following us and sending a dm with your gamertag and the code you redeemed rr,general_inquiry,medium,2.9000000000000004
TW_320,redeemed a code for fifa points this afternoon and still havent got it why is this,general_inquiry,medium,2.6
TW_321,can you show us what is appearing on your screen rm,general_inquiry,medium,2.1
TW_322,this is whats on my screen not sure if its xbox side or my5 side thats broken last time it was my5 as had to call head office about it,general_inquiry,high,4.0
TW_323,the 5 app on xboxes not working error code 200 done a power cycle and still the same please fix app,general_inquiry,medium,3.1
TW_326,hi emergency services are dealing with an incident info here,general_inquiry,high,2.0
TW_327,my colleagues for more info on how this is affecting services thanks 22 jp,general_inquiry,medium,2.4000000000000004
TW_328,ah maybe could help on this one,general_inquiry,medium,1.7000000000000002
TW_329,nothing partner was on a train to preston had to get a taxi rest of way as was told no trains into preston for a few hours,general_inquiry,medium,3.7
TW_330,what have you seen,general_inquiry,medium,1.4
TW_331,something going on at preston train station,general_inquiry,medium,1.7000000000000002
TW_332,hi loreenkindly dm us your booking number and attach guest passport copy well fix it for you see you there anwar,general_inquiry,medium,3.1
TW_333,hi i have dm u my booking and passport picture thanks so much for quick action,general_inquiry,medium,2.6
TW_335,hi loreencorrection done see you on board cheers anwar,general_inquiry,medium,1.9
TW_336,thank you very much,general_inquiry,medium,1.4
TW_337,hi i would like to know on my itenerary on how the birthday can be seen i would like to double check if i can key in our birthdays right,general_inquiry,medium,4.0
TW_338,hi loreen you may check the passengers date of birth via airasia member account under manage booking thankssha,general_inquiry,medium,2.8
TW_339,but i cant see it i only see itenerary no birthday,general_inquiry,medium,2.1
TW_340,as you may check it under manage my booking online or during web check in date of birth will be shown accordingly ed,general_inquiry,medium,3.3000000000000003
TW_341,hi airasia i want to rebook my return flight but when i try rebooking my inbond also is rebooking please help me thanks,general_inquiry,medium,3.3000000000000003
TW_342,hi loreen kindly dm us the booking number that you wish to do change flight for us to assist you furtherthanksanwar,general_inquiry,medium,3.1
TW_334,hi i have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line,general_inquiry,medium,3.6
TW_343,sorry as we checked booking has already expired due to no payment made kindly please proceed with new booking ed,general_inquiry,medium,3.0
TW_347,lost my booking chua loreen lee flight z2 129128 1222018 taipeimanila email,general_inquiry,medium,2.2
TW_348,lost your booking number no worries just drop me the passengers name flight details and email ill trace it and email u in no time,general_inquiry,medium,3.5
TW_362,hi emma could you please follow us so we can dm you again with the email reply sent to you yana,general_inquiry,medium,3.1
TW_363,hi yana followed,general_inquiry,medium,1.3
TW_365,hi emma we have replied to you via dm please check again thank you mariya,general_inquiry,medium,2.5
TW_364,hi yana i dont have any dms from you did you mean email,general_inquiry,medium,2.3
TW_366,we have replied to you via dm check it out yana,general_inquiry,medium,2.1
TW_367,cas19708536cb92n2 crm0326600 please check on this i havent heard from my case officer in weeks and provided all docs,general_inquiry,medium,2.9000000000000004
TW_368,notified if there should be any changesyana,general_inquiry,medium,1.7000000000000002
TW_369,youll be even happier to know that the restrictions around the volcano area have been lifted enjoy staying at home pal,general_inquiry,medium,3.1
TW_371,why are you not refunding my trip to bali for volcano eruption urgently refund,general_inquiry,high,2.4000000000000004
TW_370,we are terribly sorry but we could not offer any options since all the flight are operating as per normalpassengers will be,general_inquiry,medium,3.2
TW_374,hi looreen kindly dm us the booking number and attach guest passport copy well fix it for you see you there anwar,general_inquiry,medium,3.2
TW_344,my surname has been redundant where do i go to correct it,general_inquiry,medium,2.2
TW_376,please dont tell me carol i cant wait to go home amp find out chloe,general_inquiry,medium,2.5
TW_377,my lips are sealed,general_inquiry,medium,1.4
TW_379,somebody else has told me im gutted chloe,general_inquiry,medium,1.8
TW_380,aahhrrgh keep mum im still watching,general_inquiry,medium,1.6
TW_381,dont you worry carol my lips are shut chloe,general_inquiry,medium,1.9
TW_382,aww sophie deserved winner,general_inquiry,medium,1.4
TW_378,fresh cream palmier bakery bellshill gets my vote for baker just catching up on dont know who won yet,general_inquiry,medium,2.9000000000000004
TW_383,hi there sorry about that please dm me when you visited the store and ill look into this thanks kirsty,general_inquiry,medium,3.0
TW_384,thats pointless as its every day all the time no matter when i go in i speak 2the management who r as fed up as i am theyve no staff,general_inquiry,medium,4.0
TW_386,so sorry could you send me what store this is in so we can get this to the right people janay,general_inquiry,medium,3.1
TW_387,i can see youve sent the store leave it with us and well get this sorted janay,general_inquiry,medium,2.7
TW_385,so fed up of this very familiar sight at houghton regis get more staff amp stock the place properly this is just a small example,general_inquiry,medium,3.5
TW_388,store you bought it from along with your address and more card number and ill get this sorted for you thanks kirsty,general_inquiry,medium,3.2
TW_389,3 for 6 unless one is reduced hidden label on the side then its 3 for 614 dont care about the 14p but feel ripped off,general_inquiry,medium,3.6
TW_390,hi emma sorry about that if a product is reduced then the previous offer isnt applied please dm me the barcode and the,general_inquiry,medium,3.3000000000000003
TW_392,youre welcome william give us a shout if you need assistance with anything else good luck with the nrc app,general_inquiry,medium,3.0
TW_393,thank you nike,general_inquiry,medium,1.3
TW_394,while the coach plans can be weeks in time its up to you to decide what fits you best 22,general_inquiry,medium,3.0
TW_395,im new to nike run club app should i start with guided runs or my couch,general_inquiry,medium,2.6
TW_396,we got this both are beneficial to starting the nrc app the audio guided runs are one time runs 12,general_inquiry,medium,3.0
TW_397,what exactly is the issue you are having,general_inquiry,medium,1.8
TW_398,ive asked your sales rep about the payments and she wasnt ready to listen to any issues that i had,general_inquiry,medium,3.0
TW_400,apologies for all of the issues if you have time to chat securely with me i would be happy to review rachel,general_inquiry,medium,3.2
TW_401,sure please drop me a message now,general_inquiry,medium,1.7000000000000002
TW_402,great please go to log in and select code 10307 and we will continue our conversation there rk,general_inquiry,medium,2.8
TW_399,amex platinum and amex everyday card,general_inquiry,medium,1.6
TW_403,i am so sorry to hear that which us based card do you have pls do not share any personal info,general_inquiry,medium,3.1
TW_404,nope they werent ready to listen what i wanted to say and if i had any questions about anything else and hung up on me,general_inquiry,medium,3.5
TW_405,hi there i am so sorry to her that what exactly is the issue you are having,general_inquiry,medium,2.7
TW_406,thought amex values their customers but boy you got really bad reps on the customer service,general_inquiry,medium,2.6
TW_407,its getting all sorts of saucy over here this,general_inquiry,medium,1.9
TW_409,so whatll it be this a trick or a treat let us know below,general_inquiry,medium,2.4000000000000004
TW_598,our hearts beating faster over here and its not from all the scares,general_inquiry,medium,2.3
TW_599,chocolate chip cookies mcflurry everything youve ever been missing,general_inquiry,medium,1.9
TW_487,can i get uhhhhhhhhhh treat,general_inquiry,medium,1.5
TW_600,hi are you receiving an error message when trying to link the account,general_inquiry,medium,2.3
TW_601,i cant connect my interactive broker canada with yahoo finance app in ios 11 any suggestions,general_inquiry,medium,2.6
TW_602,hi there thanks for reaching out please send us a dm so we can continue our conversation,general_inquiry,medium,2.7
TW_603,i have to be at work at 2pm tomorrow my new phone is being overnighted but it may not be there until then i have no other ride,general_inquiry,medium,3.8000000000000003
TW_604,please let us know how we can help and dm your tracking using this link mc,general_inquiry,medium,2.6
TW_605,whats wrong w amazon leavin shit outside like ups,general_inquiry,medium,1.9
TW_606,im sorry to hear that let us know what happened and if you have a tracking please send that too mc,general_inquiry,medium,3.1
TW_607,that small biz tyrant a dime yo nice,general_inquiry,medium,1.8
TW_608,worth the squeeze when youve got us helping you along the way owning your own can be quite fruitful,general_inquiry,medium,2.9000000000000004
TW_609,glad to check pls dm your confirmation number for assistance qb,general_inquiry,medium,2.1
TW_611,i booked my flight using delta amex card checking in now amp was being charged for baggage,general_inquiry,medium,2.7
TW_612,dont forget this sunday is bring your grandma to mcdonalds day see you then,general_inquiry,medium,2.4000000000000004
TW_613,my granny will be attending the mcds in heaven would give anything to be able to bring her myself,general_inquiry,medium,2.9000000000000004
TW_614,my grandmas laying thanks to delicious new,general_inquiry,medium,1.7000000000000002
TW_615,im sorry weve let you down without providing any personal information will you describe the issue wed love to help tn,general_inquiry,high,3.1
TW_616,3 different people have given 3 different answers and i still dont have my order says delivered saturday was not i was home all day,general_inquiry,medium,3.5
TW_618,wed like to take a further look into this with you please reach us by phone or chat here ag,general_inquiry,medium,3.0
TW_619,i frankly dont have the patience for another chat with your customer service people today,general_inquiry,medium,2.5
TW_617,way to drop the ball on customer service so pissed right now,general_inquiry,medium,2.2
TW_620,i am unable to affect your account via twitter for real time support phone or chat use this link ch,general_inquiry,medium,3.0
TW_621,i want my amazon payments account closed dm me please,general_inquiry,medium,2.0
